"Display default currency","Hi&#7875;n th&#7883;  ti&#7873;n t&#7879; m&#7863;c &#273;&#7883;nh"
"Done By:","Th&#7921;c hi&#7879;n b&#7903;i:"
"Done by:","Th&#7921;c hi&#7879;n b&#7903;i:"
"Download Remote File","Download Remote File"
"Download and Install","Download and Install"
"Downloading and installing $pkg, please wait...","Downloading and installing $pkg, please wait..."
"Drop-down","Th&#7843; xu&#7889;ng"
"Display Mode","Dạng hiển thị"
"Edit","Sửa"
"Edit Email Template","Sửa giao diện Email"
"Edit Poll","Edit Poll"
"Edit Role","S&#7917;a nh&oacute;m"
"Edit Store View","Edit Store View"
"Edit System Template","Edit System Template"
"Edit Tag","Edit Tag"
"Edit Template","Edit Template"
"Edit Url","Edit Url"
"Edit Url #%s","Edit Url #%s"
"Edit User","Edit User"
"Edit User '%s'","Edit User '%s'"
"Edit Website","Edit Website"
"Email","Email"
"Email Address:","Email Address:"
"Email Preview","Email Preview"
"Email address is empty.","&#272;&#7883;a ch&#7881; Email kh&ocirc;ng &#273;&#432;&#7907;c b&#7887; qua."
"Email:","Email:"
"Enable","Enable"
"Enabled","Enabled"
"Enclose Values In:","Enclose Values In:"
"Entity Type","Lo&#7841;i h&igrave;nh t&#7893; ch&#7913;c"
"Entity type:","Lo&#7841;i h&igrave;nh t&#7893; ch&#7913;c:"
"Error uploading the file","L&#7895;i t&#7843;i l&ecirc;n t&#7853;p tin"
"Error while cleared Image cache. Please try again later","L&#7895;i trong khi xo&aacute; h&igrave;nh &#7843;nh b&#7897; nh&#7899; cache. Xin vui l&ograve;ng th&#7917; l&#7841;i sau"
"Error while create backup. Please try again later","L&#7895;i trong khi Backup. Xin vui l&ograve;ng th&#7917; l&#7841;i sau"
"Error while deleting this role. Please try again later.","L&#7895;i trong khi xo&aacute; vai tr&ograve; n&agrave;y. Xin vui l&ograve;ng th&#7917; l&#7841;i sau."
"Error while deleting this set.","L&#7895;i trong khi xo&aacute;."
"Error while finished process. Please refresh cache","L&#7895;i trong khi k&#7871;t th&uacute;c qu&aacute; tr&igrave;nh. Xin vui l&ograve;ng l&agrave;m m&#7899;i b&#7897; nh&#7899; cache"
"Error while refreshed Catalog Rewrites. Please try again later","L&#7895;i trong khi l&agrave;m m&#7899;i S&#7843;n ph&#7849;m &#273;&#432;&#7907;c ghi &#273;&egrave;. Xin vui l&ograve;ng th&#7917; l&#7841;i sau"
"Error while refreshed Layered Navigation Indices. Please try again later","L&#7895;i trong khi l&agrave;m m&#7899;i ch&#7881; Layered Danh m&#7909;c ch&iacute;nh. Xin vui l&ograve;ng th&#7917; l&#7841;i sau"
"Error while saving account. Please try again later","L&#7895;i trong khi l&#432;u t&agrave;i kho&#7843;n. Xin vui l&ograve;ng th&#7917; l&#7841;i sau"
"Error while saving this configuration: ","L&#7895;i khi l&#432;u c&#7845;u h&igrave;nh n&agrave;y: "
"Error while saving this role. Please try again later.","&#7895;i trong khi l&#432;u role. Xin vui l&ograve;ng th&#7917; l&#7841;i sau."
"Error while updating selected review(s). Please try again later.","L&#7895;i trong khi c&#7853;p nh&#7853;t th&ocirc;ng tin review &#273;&#432;&#7907;c ch&#7885;n. Xin vui l&ograve;ng th&#7917; l&#7841;i sau."
"Exclude","Lo&#7841;i tr&#7915;"
"Exclude (comma separated)","Lo&#7841;i tr&#7915; (t&aacute;ch bi&#7879;t b&#7857;ng d&#7845;u ph&#7849;y)"
"Expiration Date","Ng&agrave;y h&#7871;t h&#7841;n"
"Expiration Date: %s/%s","Ng&agrave;y h&#7871;t h&#7841;ne: %s/%s"
"Export","K&#7871;t xu&#7845;t"
"Export CSV","K&#7871;t xu&#7845;t ra CSV"
"Export Filters","L&#7885;c k&#7871;t xu&#7845;t"
"Export to:","Export to:"
"Export:","Export:"
"Extension","Extension"
"Extension Name","Extension Name"
"Extensions","Extensions"
"FTP Host[:Port]","FTP Host[:Port]"
"Field","Field"
"Field Mapping","Field Mapping"
"File","File"
"File %s.ser could not be read","File %s.ser could not be read"
"File Information","Th&ocirc;ng tin file"
"File name:","File name:"
"File size should be more than 0 bytes","File size should be more than 0 bytes"
"Final Price","Final Price"
"Finished profile execution.","Finished profile execution."
"First Name","T&ecirc;n"
"First Name:","T&ecirc;n:"
"Firstname","T&ecirc;n"
"Fixed","Fixed"
"Forgot your password?","T&igrave;m l&#7841;i m&#7853;t kh&#7849;u?"
"Forgot your user name or password?","T&igrave;m l&#7841;i t&ecirc;n hay m&#7853;t kh&#7849;u?"
"From","T&#7915;"
"Gb","Gb"
"General Information","Th&ocirc;ng tin chung"
"Get Image Base64","Get Image Base64"
"Get help for this page","Nh&#7901; gi&uacute;p &#273;&#7905; cho trang n&agrave;y"
"Global Attribute","Thu&#7897;c t&iacute;nh to&agrave;n c&#7847;u"
"Global Record Search","T&igrave;m ki&#7871;m to&agrave;n c&#7847;u"
"Grand Total","T&#7893;ng ti&#7873;n"
"Grid (default) / List","Grid (m&#7863;c &#273;&#7883;nh) / List"
"Grid only","Grid only"
"Group:","Group:"
"Guest","Guest"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Ch&uacute;ng t&ocirc;i tr&#7907; gi&uacute;p k&#7929; thu&#7853;t li&ecirc;n t&#7909;c- Th&ocirc;ng b&aacute;o cho t&#7845;t c&#7843; c&aacute;c l&#7895;i"
"Home","Home"
"ID","ID"
"ID Path","ID Path"
"IP Address","IP Address"
"Ignore","Ignore"
"Image cache was cleared succesfuly","Cache h&igrave;nh &#7843;nh &#273;&atilde; &#273;&#432;&#7907;c xo&aacute; th&agrave;nh c&ocirc;ng"
"Images","Images"
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Images Cache","Cache h&igrave;nh &#7843;nh"
"Import","Import"
"Import Service","Import Service"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"In","In"
"In Database:","Trong c&#417; s&#7903; d&#7919; li&#7879;u:"
"In File:","File trong:"
"Inactive","Kh&ocirc;ng ho&#7841;t &#273;&#7897;ng"
"Incl. Tax","Bao g&#7891;m. Thu&#7871;"
"Include","Bao g&#7891;m"
"Incoming Message","Incoming Message"
"Individual Item","Kho&#7843;n c&aacute; nh&acirc;n"
"Install","Install"
"Install Package File","Install Package File"
"Installed As","Installed As"
"Installed Extension Info","Installed Extension Info"
"Installed Version","Installed Version"
"Installing $pkg, please wait...","Installing $pkg, please wait..."
"Installing selected packages, please wait...","Ch&#7885;n c&agrave;i &#273;&#7863;t ph&#7847;n m&#7873;m, xin vui l&ograve;ng ch&#7901; &#273;&#7907;i..."
"Instant Payment Notification (IPN)","Instant Payment Notification (IPN)"
"Interactive","T&#432;&#417;ng t&aacute;c"
"Interface Locale: %s","Interface Locale: %s"
"Invalid Import Service Specified","Import kh&ocirc;ng h&#7907;p l&#7879;"
"Invalid URL","URL kh&ocirc;ng h&#7907;p l&#7879;"
"Invalid Username or Password.","T&ecirc;n ng&#432;&#7901;i d&ugrave;ng ho&#7863;c m&#7853;t kh&#7849;u kh&ocirc;ng h&#7907;p l&#7879;."
"Invalid directory: %s","Th&#432; m&#7909;c kh&ocirc;ng h&#7907;p l&#7879;: %s"
"Invalid file: %s","File kh&ocirc;ng h&#7907;p l&#7879;: %s"
"Invalid input data for %s => %s rate","Kh&ocirc;ng h&#7907;p l&#7879; d&#7919; li&#7879;u &#273;&#7847;u v&agrave;o cho %s => %s rate"
"Invalid input:","&#272;&#7847;u v&agrave;o kh&ocirc;ng h&#7907;p l&#7879;:"
"Invalid parrent block for this block","Invalid parrent block for this block"
"Invalid section value","Ph&#7847;n gi&aacute; tr&#7883; kh&ocirc;ng h&#7907;p l&#7879;"
"Invalid store value","Invalid store value"
"Invalid website value","Invalid website value"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice History","Invoice History"
"Invoice Totals","T&#7893;ng h&oacute;a &#273;&#417;n"
"Invoice and shipment was successfully created.","H&oacute;a &#273;&#417;n v&agrave; l&ocirc; h&agrave;ng &#273;&atilde; t&#7841;o th&agrave;nh c&ocirc;ng."
"Invoice cancel error.","H&oacute;a &#273;&#417;n h&#7911;y b&#7887; l&#7895;i."
"Invoice capture error","H&oacute;a &#273;&#417;n ch&#7909;p l&#7895;i"
"Invoice void error","Invoice void error"
"Invoice was successfully canceled.","H&oacute;a &#273;&#417;n &#273;&atilde; &#273;&#432;&#7907;c h&#7911;y."
"Invoice was successfully captured","H&oacute;a &#273;&#417;n &#273;&atilde; &#273;&#432;&#7907;c ch&#7909;p"
"Invoice was successfully created.","H&oacute;a &#273;&#417;n &#273;&atilde; &#273;&#432;&#7907;c t&#7841;o th&agrave;nh c&ocirc;ng."
"Invoice was successfully voided","Invoice was successfully voided"
"Issue Number","S&#7889; v&#7845;n &#273;&#7873;"
"Issuer: %s","Issuer: %s"
"Items","M&#7863;t h&agrave;ng"
"Kb","Kb"
"Last 24 hours","Trong 24 gi&#7901; qua"
"Last 5 Orders","5 &#272;&#417;n h&agrave;ng m&#7899;i"
"Last 5 Search Terms","5 T&#7915; kh&oacute;a m&#7899;i nh&#7845;t"
"Last 7 days","Trong 7 ng&agrave;y qua"
"Last Logged In:","&#272;&#259;ng nh&#7853;p l&#7847;n cu&#7889;i l&uacute;c:"
"Last Month","Trang th&aacute;ng qua"
"Last Name","T&ecirc;n g&#7885;i"
"Last Name:","T&ecirc;n g&#7885;i:"
"Lastname","T&ecirc;n g&#7885;i"
"Latest Message:","Latest Message:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed succesfuly","Layered Navigation Indices was refreshed succesfuly"
"Level","Level"
"License","License"
"License URI","License URI"
"License:","License:"
"Lifetime Sales","S&#7843;n ph&#7849;m y&ecirc;u th&iacute;ch"
"List (default) / Grid","List (default) / Grid"
"List only","List only"
"Load","Load"
"Load Template","Load Template"
"Load default template","T&#7843;i m&#7851;u m&#7863;c &#273;&#7883;nh"
"Load previously created custom local package information","Load previously created custom local package information"
"Loading...","&#272;ang t&#7843;i d&#7919; li&#7879;u..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Log Out","Tho&aacute;t"
"Log in to Admin Panel","&#272;&#259;ng nh&#7853;p v&agrave;o Admin Panel"
"Log into Magento Admin Page","Log into aiSHOP Admin Page"
"Logged in as %s","B&#7841;n &#273;&#259;ng nh&#7853;p b&#7857;ng %s"
"Login","&#272;&#259;ng nh&#7853;p"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
