"Can not create block ""%s""","Can not create block ""%s"""
"Can not do invoice for order.","Kh&ocirc;ng th&#7875; l&agrave;m cho h&oacute;a &#273;&#417;n &#273;&#7863;t h&agrave;ng."
"Can not do shipment for order.","Can not do shipment for order."
"Can not register existing creditmemo","Can not register existing creditmemo"
"Can not register existing invoice","Can not register existing invoice"
"Can not register existing shipment","Can not register existing shipment"
"Can\'t get order instance","Can\'t get order instance"
"Cancel","Cancel"
"Cancel invoice","Hủy bỏ hóa đơn"
"Cancel order","Hủy bỏ đơn đặt hàng"
"Canceled","Canceled"
"Cannot create an empty shipment.","C&oacute; th&#7875; kh&ocirc;ng t&#7841;o ra m&#7897;t l&ocirc; h&agrave;ng m&agrave; kh&ocirc;ng c&oacute; Sản phẩm n&agrave;o."
"Capture","Capture"
"Capture Amount","Capture Amount"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture invoice","Capture invoice"
"Carrier","Carrier"
"Change Status","Thay &#273;&#7893;i t&igrave;nh tr&#7841;ng"
"Change status, add comments","Thay &#273;&#7893;i t&igrave;nh tr&#7841;ng v&agrave; th&ecirc;m &yacute; ki&#7871;n"
"Checkout totals sort order","Checkout totals sort order"
"Click to change shipping method","Click v&agrave;o &#273;&acirc;y &#273;&#7875; thay &#273;&#7893;i ph&#432;&#417;ng th&#7913;c v&#7853;n chuy&#7875;n"
"Closed","&#272;&oacute;ng c&#7917;a s&#7893; n&agrave;y"
"Comment","B&igrave;nh lu&#7853;n"
"Comment Text","V&#259;n b&#7843;n Th&#7843;o lu&#7853;n"
"Comments","B&igrave;nh lu&#7853;n"
"Comments History","Comments History"
"Complete","Ho&agrave;n t&#7845;t"
"Country","Qu&#7889;c gia"
"Coupons","Phi&#7871;u Giảm giá"
"Create","T&#7841;o m&#7899;i"
"Create New Customer","T&#7841;o kh&aacute;ch h&agrave;ng m&#7899;i"
"Create New Order","T&#7841;o &#273;&#417;n h&agrave;ng m&#7899;i"
"Create New Order for %s","T&#7841;o &#273;&#417;n h&agrave;ng m&#7899;i cho %s"
"Create New Order for %s in %s","T&#7841;o &#273;&#417;n h&agrave;ng m&#7899;i cho %s trong %s"
"Create New Order for New Customer","T&#7841;o &#273;&#417;n h&agrave;ng m&#7899;i cho kh&aacute;ch h&agrave;ng m&#7899;i"
"Create New Order for New Customer in %s","T&#7841;o &#273;&#417;n h&agrave;ng m&#7899;i cho kh&aacute;ch h&agrave;ng m&#7899;i trong %s"
"Create Shipment","T&#7841;o l&ocirc; h&agrave;ng"
"Create new invoice for order","T&#7841;o h&oacute;a &#273;&#417;n cho &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Create new shipment for order","T&#7841;o l&ocirc; h&agrave;ng m&#7899;i cho &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Created At","T&#7841;o T&#7841;i"
"Credit Memo","Credit Memo"
"Credit Memo #","Credit Memo #"
"Credit Memo # ","Credit Memo # "
"Credit Memo Comment Email Sender","Credit Memo Comment Email Sender"
"Credit Memo Comment Email Template","Credit Memo Comment Email Template"
"Credit Memo Comment Email Template for Guest","Credit Memo Comment Email Template for Guest"
"Credit Memo Comments","Credit Memo Comments"
"Credit Memo Email Sender","Credit Memo Email Sender"
"Credit Memo Email Template","Credit Memo Email Template"
"Credit Memo Email Template for Guest","Credit Memo Email Template for Guest"
"Credit Memo Update","Credit Memo Update"
"Credit Memo Update for Guest","Credit Memo Update for Guest"
"Credit Memo email not sent","Credit Memo email not sent"
"Credit Memo email sent","Credit Memo email sent"
"Credit Memos","Credit Memos"
"Creditmemo","Creditmemo"
"Custom Options","L&#7921;a ch&#7885;n Tu&#7923; ch&#7881;nh"
"Custom Value","T&ugrave;y ch&#7881;nh Giá tr&#7883;"
"Customer Group","Nh&oacute;m kh&aacute;ch h&agrave;ng"
"Customer Name","T&ecirc;n kh&aacute;ch h&agrave;ng"
"Date","Ng&agrave;y"
"Date Shipped","Ng&agrave;y v&#7853;n chuy&#7875;n"
"Date of Birth","Ng&agrave;y sinh"
"Delete","X&oacute;a"
"Description message","M&ocirc; t&#7843; tin nh&#7855;n"
"Discount","Giảm giá"
"Discount ","Giảm giá "
"Discount (%s)","Giảm giá (%s)"
"Discount :","Giảm giá :"
"Discount Amount","S&#7889; l&#432;&#7907;ng Giảm giá"
"Document","T&agrave;i li&#7879;u"
"Don\'t specified PDF object","Kh&ocirc;ng x&aacute;c &#273;&#7883;nh &#273;&#7889;i t&#432;&#7907;ng PDF"
"Don\'t specified PDF page object","Kh&ocirc;ng x&aacute;c &#273;&#7883;nh &#273;&#7889;i t&#432;&#7907;ng trang PDF"
"Don\'t specified item object","Don\'t specified item object"
"Don\'t specified order object","Don\'t specified order object"
"Don\'t specified source object","Don\'t specified source object"
"Edit","S&#7917;a"
"Edit Order #%s","S&#7917;a &#273;&#417;n h&agrave;ng: %s"
"Email","Email"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Email Copy of Invoice","Email b&#7843;n sao c&#7911;a h&oacute;a &#273;&#417;n"
"Email Copy of Shipment","Email b&#7843;n sao c&#7911;a l&ocirc; h&agrave;ng"
"Email Order Confirmation","Email x&aacute;c nh&#7853;n &#273;&#417;n h&agrave;ng"
"Enable","Enable"
"Error to show in shopping cart","L&#7895;i &#273;&#7875; hi&#7875;n th&#7883; trong gi&#7887; mua h&agrave;ng"
"Excl. Tax","Excl. Tax"
"From","From"
"From Name","From Name"
"From:","From:"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Mua)"
"Get shipping methods and rates","Nh&#7853;n ph&#432;&#417;ng ph&aacute;p v&#7853;n chuy&#7875;n v&agrave; &#273;&aacute;nh Giá"
"Gift","Qu&agrave; t&#7863;ng"
"Gift Certificate","Gi&#7845;y ch&#7913;ng nh&#7853;n qu&agrave; t&#7863;ng"
"Gift Message","N&#7897;i dung qu&agrave; t&#7863;ng"
"Gift Message for Entire Order","N&#7897;i dung qu&agrave; t&#7863;ng cho to&agrave;n b&#7897; &#273;&#417;n h&agrave;ng"
"Gift Message for this Order","N&#7897;i dung n&agrave;y qu&agrave; t&#7863;ng cho c&aacute;c &#273;&#417;n h&agrave;ng"
"Grand Total","Tổng tiền thanh toán"
"Grand Total to be charged","T&#7893;ng ti&#7873;n s&#7869; &#273;&#432;&#7907;c t&iacute;nh ph&iacute;"
"Grand Total:","Tổng tiền thanh toán:"
"Guest","Khách"
"Hold","Hold"
"Hold action is not available","Gi&#7919; h&agrave;nh &#273;&#7897;ng kh&ocirc;ng c&oacute; s&#7861;n"
"Hold order","Hold order"
"ID","ID"
"If empty, the default description above will be used","N&#7871;u kh&ocirc;ng c&oacute; Sản phẩm n&agrave;o, m&#7863;c &#273;&#7883;nh m&ocirc; t&#7843; &#7903; tr&ecirc;n s&#7869; &#273;&#432;&#7907;c s&#7917; d&#7909;ng"
"If empty, the default error above will be used","N&#7871;u kh&ocirc;ng c&oacute; Sản phẩm n&agrave;o, m&#7863;c &#273;&#7883;nh l&#7895;i tr&ecirc;n s&#7869; &#273;&#432;&#7907;c s&#7917; d&#7909;ng"
"Incl. Tax","Bao g&#7891;m. Thu&#7871;"
"Information","Th&ocirc;ng tin"
"Invalid carrier specified.","Nh&agrave; cung c&#7845;p d&#7883;ch v&#7909; &#273;&#432;&#7907;c ch&#7881; &#273;&#7883;nh kh&ocirc;ng h&#7907;p l&#7879;."
"Invalid item option format","M&#7909;c t&ugrave;y ch&#7885;n &#273;&#7883;nh d&#7841;ng kh&ocirc;ng h&#7907;p l&#7879;"
"Invalid qty to invoice item ""%s""","Invalid qty to invoice item ""%s"""
"Invalid qty to refund item ""%s""","Invalid qty to refund item ""%s"""
"Invalid qty to ship for item ""%s""","Invalid qty to ship for item ""%s"""
"Invalid renderer model","Invalid renderer model"
"Invalid request for adding product to quote","Y&ecirc;u c&#7847;u kh&ocirc;ng h&#7907;p l&#7879; cho vi&#7879;c th&ecirc;m Sản phẩm v&agrave;o b&aacute;o Giá"
"Invoice","Hóa đơn bán hàng"
"Invoice #","Hóa don bán hàng số: "
"Invoice # ","Hóa don bán hàng số:  "
"Invoice #%s","Hóa don bán hàng  #%s"
"Invoice Comment Email Sender","Email b&igrave;nh lu&#7853;n cho h&oacute;a &#273;&#417;n c&#7911;a b&#7841;n"
"Invoice Comment Email Template","Email b&igrave;nh lu&#7853;n m&#7851;u cho h&oacute;a &#273;&#417;n c&#7911;a b&#7841;n"
"Invoice Comment Email Template for Guest","Email b&igrave;nh lu&#7853;n m&#7851;u cho h&oacute;a &#273;&#417;n c&#7911;a kh&aacute;ch"
"Invoice Comments","Nh&#7853;n x&eacute;t h&oacute;a &#273;&#417;n"
"Invoice Date","Ng&agrave;y vi&#7871;t h&oacute;a &#273;&#417;n"
"Invoice Email Sender","Ng&#432;&#7901;i g&#7903;i email h&oacute;a &#273;&#417;n"
"Invoice Email Template","M&#7851;u Email h&oacute;a &#273;&#417;n"
"Invoice Email Template for Guest","M&#7851;u Email h&oacute;a &#273;&#417;n cho kh&aacute;ch"
"Invoice Update","C&#7853;p nh&#7853;t h&oacute;a &#273;&#417;n"
"Invoice Update for Guest","C&#7853;p nh&#7853;t h&oacute;a &#273;&#417;n cho kh&aacute;ch"
"Invoice and Packing Slip Design","Invoice and Packing Slip Design"
"Invoice can not be canceled","H&oacute;a &#273;&#417;n c&oacute; th&#7875; kh&ocirc;ng &#273;&#432;&#7907;c h&#7911;y"
"Invoice can not be captured","Invoice can not be captured"
"Invoice can not be void","Invoice can not be void"
"Invoice cancel problem","H&oacute;a &#273;&#417;n h&#7911;y b&#7883; l&#7895;i"
"Invoice capture problem","Invoice capture problem"
"Invoice email not sent","Kh&ocirc;ng th&#7875; g&#7903;i email h&oacute;a &#273;&#417;n thanh to&aacute;n"
"Invoice email sent","H&oacute;a &#273;&#417;n b&aacute;n h&agrave;ng &#273;&atilde; &#273;&#432;&#7907;c g&#7903;i qua email"
"Invoice void problem","Invoice void problem"
"Invoiced","L&#7853;p ho&aacute; &#273;&#417;n"
"Invoices","H&oacute;a &#273;&#417;n"
"Item","M&#7863;t h&agrave;ng"
"Item option with code %s already exist","Kho&#7843;n l&#7921;a ch&#7885;n v&#7899;i m&atilde; %s &#273;&atilde; t&#7891;n t&#7841;i"
"Item options declare error"," T&ugrave;y ch&#7885;n m&#7863;t h&agrave;ng c&ocirc;ng b&#7889; b&aacute;o l&#7895;i"
"Item qty declare error","Item qty declare error"
"Items Invoiced","S&#7889; m&#7863;t h&agrave;ng &#273;&atilde; l&#7853;p h&oacute;a &#273;&#417;n"
"Items Ordered","S&#7889; m&#7863;t h&agrave;ng &#273;&atilde; &#273;&#7863;t h&agrave;ng"
"Items Refunded","M&#7863;t h&agrave;ng &#273;&atilde; ho&agrave;n tr&#7843;"
"Items Shipped","M&#7863;t h&agrave;ng &#273;&atilde; v&#7853;n chuy&#7875;n"
"Items options declare error.","Items options declare error."
"Items to Invoice","M&#7863;t h&agrave;ng cho &#273;&#417;n h&agrave;ng"
"Items to Refund","M&#7863;t h&agrave;ng &#273;&#7875; ho&agrave;n tr&#7843;"
"Items to Ship","M&#7863;t h&agrave;ng &#273;&#7875; v&#7853;n chuy&#7875;n"
"Last ordered items","M&#7863;t h&agrave;ng m&#7899;i &#273;&#7863;t mua"
"Link to the new order","Li&ecirc;n k&#7871;t v&#7899;i &#273;&#417;n &#273;&#7863;t h&agrave;ng m&#7899;i"
"Link to the previous order","Li&ecirc;n k&#7871;t v&#7899;i &#273;&#417;n &#273;&#7863;t h&agrave;ng tr&#432;&#7899;c"
"Logo (200x50)","Logo (200x50)"
"Message","N&#7897;i dung"
"Message:","N&#7897;i dung:"
"Minimum amount","S&#7889; l&#432;&#7907;ng t&#7889;i thi&#7875;u"
"Minimum order amount","S&#7889; &#273;&#417;n h&agrave;ng t&#7889;i thi&#7875;u"
"Mixed","H&#7895;n h&#7907;p"
"Multi-address description message","Th&ocirc;ng tin m&ocirc; t&#7843; cho nhi&#7873;u &#273;&#7883;a ch&#7881;"
"Multi-address error to show in shopping cart","Nhi&#7873;u &#273;&#7883;a ch&#7881; b&#7883; l&#7895;i trong ph&#7847;n hi&#7875;n th&#7883; gi&#7887; h&agrave;ng"
"My Orders","&#272;&#417;n h&agrave;ng c&#7911;a t&ocirc;i"
"My Orders - Details","Th&ocirc;ng tin chi ti&#7871;t &#272;&#417;n h&agrave;ng c&#7911;a t&ocirc;i"
"Name","T&ecirc;n"
"New","M&#7899;i"
"New Credit Memo","New Credit Memo"
"New Credit Memo for Guest","New Credit Memo for Guest"
"New Invoice","H&oacute;a &#273;&#417;n m&#7899;i"
"New Invoice for Guest","H&oacute;a &#273;&#417;n m&#7899;i cho kh&aacute;ch"
"New Order","&#272;&#417;n &#273;&#7863;t h&agrave;ng m&#7899;i"
"New Order Confirmation Email Sender","Ng&#432;&#7901;i g&#7903;i email x&aacute;c nh&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng m&#7899;i"
"New Order Confirmation Template","M&#7851;u x&aacute;c nh&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng m&#7899;i"
"New Order Confirmation Template for Guest","M&#7851;u x&aacute;c nh&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng m&#7899;i cho kh&aacute;ch"
"New Order RSS","RSS &#272;&#417;n h&agrave;ng m&#7899;i"
"New Order for Guest","&#272;&#417;n h&agrave;ng m&#7899;i cho kh&aacute;ch"
"New Shipment","M&#7899;i v&#7853;n chuy&#7875;n"
"New Shipment for Guest","M&#7899;i v&#7853;n chuy&#7875;n cho kh&aacute;ch"
"New Status","T&igrave;nh tr&#7841;ng m&#7899;i"
"Newsletter Subscription","&#272;&#259;ng k&yacute; nh&#7853;n tin"
"No Payment Methods","Kh&ocirc;ng c&oacute; ph&#432;&#417;ng th&#7913;c thanh to&aacute;n"
"No detail for number ""%s""","Kh&ocirc;ng c&oacute; chi ti&#7871;t cho s&#7889; ""%s"""
"No items","Kh&ocirc;ng c&oacute; m&#7863;t h&agrave;ng"
"Not Capture","Not Capture"
"Notify Customer","Th&ocirc;ng b&aacute;o cho kh&aacute;ch h&agrave;ng"
"Number","S&#7889;"
"On Hold","On Hold"
"Order","Đơn đặt hàng"
"Order #","Đơn đặt hàng "
"Order # ","Đơn đặt hàng số:  "
"Order # %s","Đơn đặt hàng số:  %s"
"Order #%s","Đơn đặt hàng số;:  #%s"
"Order #%s - %s","Đơn đặt hàng số #%s - %s"
"Order API","Order API"
"Order Comment","Th&#7843;o lu&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Order Comment Email Sender","Ng&#432;&#7901;i g&#7903;i email Th&#7843;o lu&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Order Comment Email Template","Email m&#7851;u cho Th&#7843;o lu&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Order Comment Email Template for Guest","Email m&#7851;u cho Th&#7843;o lu&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Order Comments","Th&#7843;o lu&#7853;n &#273;&#417;n &#273;&#7863;t h&agrave;n"
"Order Credit Memos","Order Credit Memos"
"Order Currency:","&#272;&#417;n &#273;&#7863;t h&agrave;ng g&#7847;n &#273;&acirc;y:"
"Order Date","Ngày đặt hàng"
"Order Date: ","Ngày đặt hàng: "
"Order Date: %s","Ngày đặt hàng: %s"
"Order Details","Chi tiết đơn đặt hàng"
"Order Grand Total","Tổng cộng đơn đặt hàng"
"Order History","Lệch số cước đơn hàng"
"Order Information","Thông tin đơn đặt hàng"
"Order Invoices","Hóa đơn đặt hàng"
"Order Shipments","Đơn hàng vận chuyển"
"Order Status","Tình trạng đơn hàng"
"Order Subtotal","Tổng cộng đơn đặt hàng"
"Order Subtotal:","Tổng cộng đơn đặt hàng:"
"Order Total","Tổng cộng đơn đặt hàng"
"Order Totals","Tổng cộng đơn đặt hàngg"
"Order Update","Cập nhật đơn hàng"
"Order Update for Guest","Cập nhật đơn hàng"
"Order View","Xem đơn hàng"
"Order invoice","Hóa đơn đặt hàng"
"Order saving error: %s","L&#432;u &#273;&#417;n &#273;&#7863;t h&agrave;ng b&#7883; l&#7895;i: %s"
"Order shipments","Th&ocirc;ng tin v&#7853;n chuy&#7875;n cho &#273;&#417;n h&agrave;ng"
"Order was not cancelled.","&#272;&#7863;t h&agrave;ng kh&ocirc;ng &#273;&#432;&#7907;c h&#7911;y b&#7887;."
"Order was not put on hold.","Order was not put on hold."
"Order was not unholded.","Order was not unholded."
"Order was placed using %s","&#272;&#417;n h&agrave;ng &#273;&atilde; &#273;&#432;&#7907;c &#273;&#7863;t b&#7857;ng c&aacute;ch s&#7917; d&#7909;ng %s"
"Order was successfully cancelled.","&#272;&#417;n h&agrave;ng &#273;&atilde; &#273;&#432;&#7907;c h&#7911;y b&#7887; th&agrave;nh c&ocirc;ng."
"Order was successfully put on hold.","Order was successfully put on hold."
"Order was successfully released from holding status.","Order was successfully released from holding status."
"Ordered","&#272;&atilde; &#273;&#7863;t"
"Orders","&#272;&#417;n &#273;&#7863;t h&agrave;ng"
"PDF Credit Memos","PDF Credit Memos"
"PDF Invoices","H&oacute;a &#273;&#417;n b&aacute;n h&agrave;ng b&#7843;n PDF"
"PDF Packingslips","PDF Packingslips"
"Packingslip # ","Packingslip # "
"Paid","Paid"
"Paid Amount","Paid Amount"
"Partial","Partial"
"Payment Failed","Payment Failed"
"Payment Information","Payment Information"
"Payment Method","Payment Method"
"Payment Method:","Payment Method:"
"Pending","Ch&#7901; x&#7917; l&yacute;"
"Placed from IP","&#272;&#7863;t t&#7915; IP"
"Please select a customer","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t kh&aacute;ch h&agrave;ng"
"Please select a store","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t store"
"Please select products to add","Xin vui l&ograve;ng l&#7921;a ch&#7885;n Sản phẩm &#273;&#7875; th&ecirc;m"
"Price","Giá"
"Print","B&#7843;n in"
"Print All","In to&agrave;n b&#7897;"
"Print All Invoices","In to&agrave;n b&#7897; h&oacute;a &#273;&#417;n"
"Print All Refunds","In t&#7845;t c&#7843; c&aacute;c ho&agrave;n thu&#7871;"
"Print All Shipments","Print All Shipments"
"Print Credit Memos","Print Credit Memos"
"Print Invoice","In h&oacute;a &#273;&#417;n"
"Print Invoices","In h&oacute;a &#273;&#417;n"
"Print Order","In &#273;&#417;n &#273;&#7863;t h&agrave;ng"
"Print Order # %s","In &#273;&#417;n &#273;&#7863;t h&agrave;ng:  %s"
"Print Packingslips","Print Packingslips"
"Print Refund","Print Refund"
"Print Shipment","Print Shipment"
"Processing","&#272;ang x&#7917; l&yacute;"
"Processing data problem","X&#7917; l&yacute; d&#7919; li&#7879;u b&#7883; l&#7895;i"
"Product","Sản phẩm"
"Product Name","Tên sản phẩm"
"Products","Sản phẩm"
"Products in Compare List","Sản phẩm trong danh s&aacute;ch so s&aacute;nh"
"Purchased From","Mua T&#7915;"
"Purchased On","Ng&agrave;y mua"
"Purchased from (store)","Mua T&#7915; (store)"
"QTY","SL"
"Qty","SL"
"Qty Invoiced","S&#7889; l&#432;&#7907;ng h&oacute;a &#273;&#417;n"
"Qty Ordered","S&#7889; l&#432;&#7907;ng &#273;&#7861; &#273;&#7863;t h&agrave;ng"
"Qty Shipped","S&#7889; l&#432;&#7907;ng &#273;&#7861; v&#7853;n chuy&#7875;n"
"Qty To Add","S&#7889; l&#432;&#7907;ng &#273;&#7861; th&ecirc;m"
"Qty to Invoice","S&#7889; l&#432;&#7907;ng &#273;&#7875; vi&#7871;t h&oacute;a &#273;&#417;n"
"Recent Orders","&#272;&#7863;t h&agrave;ng g&#7847;n &#273;&acirc;y"
"Recently Compared Products","Sản phẩm so s&aacute;nh g&#7847;n &#273;&acirc;y"
"Recently Viewed","Vùaa xem"
"Recently Viewed Products","Sản phẩm vừa xem"
"Refresh","Refresh"
"Refund","Refund"
"Refund #","Refund #"
"Refund #%s","Refund #%s"
"Refund Amount","Refund Amount"
"Refund Offline","Refund Offline"
"Refund Totals","Refund Totals"
"Refunded","Refunded"
"Refunds","Refunds"
"Remove","Remove"
"Remove Coupon Code","Hủy bỏ phiếu ma hàng"
"Remove tracking number","Remove tracking number"
"Reorder","Đặt hàng lại"
"Retrieve invoice information","Lấy thông tin hóa đơn"
"Retrieve list of invoices by filters","L&#7845;y danh s&aacute;ch c&aacute;c h&oacute;a &#273;&#417;n b&#7857;ng b&#7897; l&#7885;c"
"Retrieve list of orders by filters","L&#7845;y danh s&aacute;ch c&aacute;c  &#273;&#417;n h&agrave;ng b&#7857;ng b&#7897; l&#7885;c"
"Retrieve list of shipments by filters","L&#7845;y danh s&aacute;ch v&#7853;n chuy&#7875;n b&#7857;ng b&#7897; l&#7885;c"
"Retrieve order information","Lấy thông tin đặt hàng"
"Retrieve shipment information","Lấy thông tin vận chuyển"
"Returned","Tr&#7903; v&#7873;"
"Row Total","Row Total"
"SHIP TO:","Địa chỉ thanh toán:"
"SKU","Mã số"
"SOLD TO:","Thông tin khách hành:"
"Sales","B&aacute;n h&agrave;ng"
"Sales Emails","Email bán hang"
"Same As Billing Address","T&#432;&#417;ng t&#7921; nh&#432; &#273;&#7883;a ch&#7881; thanh to&aacute;n"
"Save in address book","L&#432;u v&agrave;o s&#7893; &#273;&#7883;a ch&#7881;"
"Select from existing customer addresses:","Ch&#7885;n &#273;&#7883;a ch&#7881; hi&#7879;n t&#7841;i c&#7911;a kh&aacute;ch h&agrave;ng:"
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Email Copy To","Send Credit Memo Email Copy To"
"Send Invoice Comment Email Copy To","Send Invoice Comment Email Copy To"
"Send Invoice Email Copy To","Send Invoice Email Copy To"
"Send Order Comment Email Copy To","Send Order Comment Email Copy To"
"Send Order Email Copy To","Send Order Email Copy To"
"Send Shipment Comment Email Copy To","Send Shipment Comment Email Copy To"
"Send Shipment Email Copy To","Send Shipment Email Copy To"
"Send Tracking Information","Send Tracking Information"
"Ship","Ship"
"Ship to","Ship to"
"Ship to First name","Ship to First name"
"Ship to Last name","Ship to Last name"
"Ship to Name","Ship to Name"
"Shipment","Shipment"
"Shipment #","Shipment #"
"Shipment #%s","Shipment #%s"
"Shipment Comment Email Sender","Shipment Comment Email Sender"
"Shipment Comment Email Template","Shipment Comment Email Template"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Shipment Comments"
"Shipment Email Sender","Shipment Email Sender"
"Shipment Email Template","Shipment Email Template"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment Update","Shipment Update"
"Shipment Update for Guest","Shipment Update for Guest"
"Shipment email not sent","Shipment email not sent"
"Shipment email sent","Shipment email sent"
"Shipments","Shipments"
"Shipped","Shipped"
"Shipped By","Shipped By"
"Shipping","Cước vận chuyển"
"Shipping & Handling","Cước vận chuyển & Cước dịch vụ "
"Shipping & Handling:","Cước vận chuyển & Cước dịch vụ:"
"Shipping &amp; Handling","Cước vận chuyển &amp; Cước dịch vụ"
"Shipping &amp; Handling Information","Cước vận chuyển &amp; Handling Information"
"Shipping Address","Địa chỉ vận chuyển"
"Shipping Amount","Số tiền vận chuyển"
"Shipping Information","Shipping Information"
"Shipping Method","Shipping Method"
"Shipping Method:","Shipping Method:"
"Shipping Refund","Shipping Refund"
"Shopping Cart","Giỏ hàng"
"Signed Up From","Signed Up From"
"Sku","Mã sản phẩm"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","M&#7897;t s&#7889; m&#7863;t h&agrave;ng c&oacute; s&#7889; l&#432;&#7907;ng v&#432;&#7907;t qu&aacute; s&#7889; l&#432;&#7907;ng cho ph&eacute;p. Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t s&#7889; l&#432;&#7907;ng th&#7845;p h&#417;n &#273;&#7875; ki&#7875;m tra."
