"Confirm Password","Nh&#7853;p l&#7841;i m&#7853;t kh&#7849;u"
"Connection","Connection"
"Continue","Ti&#7871;p t&#7909;c"
"Continue After Manual Download","Continue After Manual Download"
"Continue Full Download / SVN Installation","Continue Full Download / SVN Installation"
"Create Admin Account","T&#7841;o t&agrave;i kho&#7843;n qu&#7843;n l&yacute;"
"Currently this is the most stable state available for Magento packages.","Currently this is the most stable state available for Magento packages."
"Database","Database"
"Database Connection","Th&ocirc;ng tin database"
"Database Name","T&ecirc;n Database"
"Database connection error","Database connection error"
"Database host","Database host"
"Database server version does not match system requirements (required: %s, actual: %s)","Database server version does not match system requirements (required: %s, actual: %s)"
"Database user name","Database user name"
"Database user password","Database user password"
"Default Currency","Lo&#7841;i ti&#7873;n m&#7863;c &#273;&#7883;nh"
"Download","Download"
"Download Magento Core Modules and Updates","Download Magento Core Modules and Updates"
"Downloading and installing Magento, please wait...","Downloading and installing Magento, please wait..."
"Email","Email"
"Email Address","Email Address"
"Enable this option only if you have SSL available.","K&iacute;ch ho&#7841;t t&ugrave;y ch&#7885;n n&agrave;y &#273;&#7875; b&#7841;n s&#7917; d&#7909;ng SSL (c&oacute; d&#7841;ng https://www.domain.com)."
"Encryption Key","M&atilde; s&#7889; b&#7843;n quy&#7873;n"
"File system","H&#7879; th&ocirc;ng file"
"First Name","H&#7885; v&agrave; t&ecirc;n &#273;&#7879;m"
"Full Download / SVN Installation","Full Download / SVN Installation"
"Get ready to experience Open-Source eCommerce Evolved.","H&atilde;y s&#7861;n s&agrave;ng &#273;&#7875; tr&#7843;i nghi&#7879;m th&#432;&#417;ng m&#7841;i &#273;i&#7879;n t&#7917; v&#7899;i h&#7879; th&#7889;ng magento b&#7841;n v&#7915;a c&agrave;i &#273;&#7863;t xong."
"Go to Backend","Xem trang qu&#7843;n l&yacute;"
"Go to Frontend","Xem trang s&#7917; d&#7909;ng"
"Having trouble installing Magento?","B&#7841;n &#273;ang g&#7863;p kh&oacute; kh&#259;n trong qu&aacute; tr&igrave;nh c&agrave;i &#273;&#7863;t? H&atilde;y xem b&agrave;i vi&#7871;t"
"Help Us to Keep Magento Healthy","Help Us to Keep Magento Healthy"
"Host","T&ecirc;n m&aacute;y ch&#7911;"
"I agree to the above terms and conditions.","T&ocirc;i &#273;&#7891;ng &yacute; v&#7899;i c&aacute;c &#273;i&#7873;u kho&#7843;n v&agrave; &#273;i&#7873;u ki&#7879;n tr&ecirc;n"
"If you are a developer and would like to have the latest public updates, choose this option.","If you are a developer and would like to have the latest public updates, choose this option."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files."
"If you are running install wizard over previously downloaded and installed Magento installation, proceed with this method.","If you are running install wizard over previously downloaded and installed Magento installation, proceed with this method."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files."
"If your server is running on MS Windows, most probably you will not need to change anything.","If your server is running on MS Windows, most probably you will not need to change anything."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","In other cases you will need to make Magento files writeable for the user that the web server process is running under."
"Installation","Qui tr&igrave;nh c&agrave;i &#273;&#7863;t"
"Installation Guide","H&#432;&#7899;ng d&#7851;n c&agrave;i &#273;&#7863;t"
"Last Name","T&ecirc;n g&#7885;i"
"Locale","Ng&ocirc;n ng&#7919;"
"Locale settings","C&#7845;u h&igrave;nh ng&ocirc;n ng&#7919; &#273;&#7883;a ph&#432;&#417;ng"
"Localization","C&agrave;i &#273;&#7863;t ng&ocirc;n ng&#7919;"
"Login Information","Th&ocirc;ng tin &#273;ang nh&#7853;p"
"Magento","Vi&#7879;t Nam"
"Magento Installation Wizard","Magento Installation Wizard"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Th&ocirc;ng tin m&atilde; h&oacute;a n&agrave;y &#273;&#432;&#7907;c cung c&#7845;p khi b&#7841;n &#273;&#259;ng k&yacute; b&#7843;n quy&#7873;n v&agrave; n&oacute; &#273;&#432;&#7907;c d&ugrave;ng trong m&atilde; h&oacute;a m&#7853;t kh&#7849;u, thanh to&aacute;n v&agrave; nhi&#7873;u ti&#7879;n &iacute;ch kh&aacute;c. N&#7871;u b&#7841;n &#273;&#7875; tr&#7889;ng, h&#7879; th&#7889;ng s&#7869; t&#7921; t&#7841;o v&agrave; hi&#7875;n th&#7883; &#7903; trang ti&#7871;p theo."
"Manual Downloads and Upgrades","Manual Downloads and Upgrades"
"One from PHP Extensions ""%s"" must be loaded","One from PHP Extensions ""%s"" must be loaded"
"PHP Extension ""%s"" must be loaded","PHP Extension ""%s"" must be loaded"
"PHP Extension '%s' loaded","PHP Extension '%s' loaded"
"Package Management through the Web","G&oacute;i qu&#7843;n l&yacute; th&ocirc;ng qua Web"
"Password","M&#7853;t kh&#7849;u"
"Password Confirmation","Nh&#7853;p l&#7841;i m&#7853;t kh&#7849;u"
"Path ""%s"" must be writable","Path ""%s"" must be writable"
"Personal Information","Th&ocirc;ng tin c&aacute; nh&acirc;n"
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","&#272;&#7843;m b&#7843;o <code>mod_rewrite</code> &#273;&#432;&#7907;c k&iacute;ch ho&#7841;t trong server c&#7911;a b&#7841;n."
"Please note that it is much less stable than beta.","Please note that it is much less stable than beta."
"Please note that only UNIX, Linux and Mac OSX shells are currently supported. For Windows use the '%s' option.","Please note that only UNIX, Linux and Mac OSX shells are currently supported. For Windows use the '%s' option."
"Please set all required settings before clicking Continue","Please set all required settings before clicking Continue"
"Preferred stability: %s","Preferred stability: %s"
"Proceed With Automatic Download (%s)","Proceed With Automatic Download (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Provide a complete base URL for SSL connection. For example: %s"
"Report All Bugs","Report All Bugs"
"Required Fields","Y&ecirc;u c&#7847;u ph&#7843;i nh&#7853;p th&ocirc;ng tin"
"Run admin interface with SSL","Run admin interface with SSL"
"Run this in your shell from Magento root folder:","Run this in your shell from Magento root folder:"
"Save session data in","L&#432;u Session trong"
"Save session files in","Save session files in"
"Secure Base URL","Secure Base URL"
"Session storage options","T&ugrave;y ch&#7885;n l&#432;u tr&#7919; cho Session"
"Setting preferred state to: %s","Setting preferred state to: %s"
"Skip Base URL validation before next step","Skip Base URL validation before next step"
"Skip Secure URL validation before next step","Skip Secure URL validation before next step"
"Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter"
"Tables Prefix","Ti&#7873;n t&#7889; Tables c&#7911;a database"
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","There was a problem installing Magento packages. Please read the log, correct errors and retry again."
"This Url is invalid","This Url is invalid"
"Time Zone","M&uacute;i gi&#7901;"
"Url ""%s"" is invalid","Url ""%s"" is invalid"
"Url ""%s"" is not accessible","Url ""%s"" is not accessible"
"Use Secure URLs (SSL)"," S&#7917; d&#7909;ng SSL"
"Use Web Server (Apache) Rewrites","S&#7917; d&#7909;ng mod Rewrites"
"User Name","Username Database"
"User Password","M&#7853;t kh&#7849;u"
"Username","T&ecirc;n &#273;&#259;ng nh&#7853;p"
"Web access options","T&ugrave;y ch&#7885;n truy c&#7853;p web admin"
"Welcome to Magento's Installation Wizard","Ch&agrave;o m&#7915;ng b&#7841;n &#273;&#7871;n v&#7899;i Magento ti&#7871;ng Vi&#7879;t"
"You can specify server port, ex.: localhost:3307<br/>If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","You can specify server port, ex.: localhost:3307<br/>If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","B&#7841;n c&oacute; th&#7875; k&iacute;ch ho&#7841;t t&ugrave;y ch&#7885;n n&agrave;y &#273;&#7875; s&#7917; d&#7909;ng mod rewrites &#273;&#7875; t&#7889;i &#432;u h&oacute;a c&ocirc;ng c&#7909; t&igrave;m ki&#7871;m."
"You're All Set!","Ho&agrave;n th&agrave;nh"
"You're All Set","Xin ch&uacute;c m&#7915;ng! B&#7841;n &#273;&atilde; c&agrave;i &#273;&#7863;t th&agrave;nh c&ocirc;ng"
"License Agreement", "Gi&#7845;y ph&eacute;p th&#7887;a thu&#7853;n"
"Enable Charts","K&iacute;ch ho&#7841;t t&iacute;nh n&#259;ng Bi&#7875;u &#273;&#7891;"
"Enable this option if you want the charts to be displayed on Dashboard.","K&iacute;ch ho&#7841;t t&iacute;nh n&#259;ng n&agrave;y n&#7871;u b&#7841;n mu&#7889;n c&aacute;c b&#7843;ng x&#7871;p h&#7841;ng &#273;&#7875; hi&#7875;n th&#7883; tr&ecirc;n B&#7843;ng &#273;i&#7873;u khi&#7875;n."
"Check this box only if it is not possible to automatically validate the Base URL.","B&#7887; qua b&#432;&#7899;c nh&#7853;p &#272;&#7883;a ch&#7881; ch&iacute;nh c&#7911;a web n&#7871;u h&#7879; th&#7889;ng kh&ocirc;ng t&#7921; &#273;&#7883;nh ngh&#297;a &#273;&#432;&#7907;c v&agrave; b&#7841;n ph&#7843;i &#273;&#7883;nh ngh&#297;a sau khi c&agrave;i &#273;&#7863;t ho&agrave;n t&#7845;t."
"Skip Base URL Validation Before the Next Step","B&#7887; qua b&#432;&#7899;c &#273;&#7883;nh d&#7841;ng &#272;&#7883;a ch&#7881; ch&iacute;nh c&#7911;a web"
